NAME,STATEFP,INTPTLAT,INTPTLON
Screven,13,+32.7447512,-081.6175849
Scurry,48,+32.7443531,-100.9133465
Searcy,05,+35.8963868,-092.6958884
Sebastian,05,+35.1969808,-094.2749889
Sedgwick,08,+40.8715679,-102.3553579
Sedgwick,20,+37.6810450,-097.4610535
Seminole,40,+35.1583657,-096.6028575
Seminole,12,+28.6900648,-081.1319751
Seminole,13,+30.9339599,-084.8676853
Seneca,36,+42.7822943,-076.8270880
Seneca,39,+41.1199923,-083.1275469
Sequatchie,47,+35.3723358,-085.4100820
Sequoyah,40,+35.5024345,-094.7507569
Sevier,05,+33.9948773,-094.2432792
Sevier,49,+38.7468245,-111.8119299
Sevier,47,+35.7878224,-083.5249005
Seward,31,+40.8719439,-097.1403830
Seward,20,+37.1809599,-100.8552566
Shackelford,48,+32.7438198,-099.3470045
Shannon,29,+37.1524984,-091.3913284
Sharkey,28,+32.8923946,-090.8276129
Sharp,05,+36.1733989,-091.4710689
Shasta,06,+40.7605142,-122.0435558
Shawano,55,+44.7896407,-088.7558134
Shawnee,20,+39.0418053,-095.7556640
Sheboygan,55,+43.7387131,-087.7315310
Shelby,19,+41.6790143,-095.3089173
Shelby,01,+33.2668934,-086.6610071
Shelby,48,+31.7901394,-094.1425794
Shelby,17,+39.3849167,-088.7988648
Shelby,47,+35.1845529,-089.8946125
Shelby,21,+38.2390111,-085.2282471
Shelby,29,+39.7975309,-092.0887194
Shelby,18,+39.5241345,-085.7921742
Shelby,39,+40.3366802,-084.2041425
Shenandoah,51,+38.8562040,-078.5739867
Sherburne,27,+45.4531662,-093.7691641
Sheridan,38,+47.5813594,-100.3309858
Sheridan,31,+42.5122888,-102.3682795
Sheridan,56,+44.7813692,-106.8812114
Sheridan,20,+39.3505465,-100.4412278
Sheridan,30,+48.7055868,-104.5339164
Sherman,20,+39.3513521,-101.7198590
Sherman,31,+41.2187425,-098.9728492
Sherman,41,+45.3992158,-120.6785124
Sherman,48,+36.2785929,-101.8992648
Shiawassee,26,+42.9515446,-084.1463518
Shoshone,16,+47.3476935,-115.8850916
Sibley,27,+44.5757343,-094.2301232
Sierra,06,+39.5769252,-120.5219926
Sierra,35,+33.1194684,-107.1881612
Silver Bow,30,+45.8962319,-112.6600714
Simpson,28,+31.9025047,-089.9177086
Simpson,21,+36.7409366,-086.5817934
Sioux,38,+46.1106181,-101.0612840
Sioux,31,+42.4706681,-103.7321705
Sioux,19,+43.0826460,-096.1780098
Siskiyou,06,+41.5879861,-122.5332868
Sitka,02,+57.1932044,-135.3673965
Skagit,53,+48.4932917,-121.8157703
Skagway,02,+59.5603794,-135.3382787
Skamania,53,+46.0247853,-121.9532319
Slope,38,+46.4458338,-103.4624620
Smith,47,+36.2566451,-085.9419149
Smith,20,+39.7846603,-098.7854295
Smith,28,+32.0190290,-089.4948763
Smith,48,+32.3751053,-095.2689389
Smyth,51,+36.8423183,-081.5397861
Snohomish,53,+48.0549130,-121.7650375
Snyder,42,+40.7554117,-077.0730201
Socorro,35,+33.9916579,-106.9391362
Solano,06,+38.2672255,-121.9395940
Somerset,42,+39.9812968,-079.0284859
Somerset,34,+40.5655273,-074.6199378
Somerset,24,+38.0744501,-075.8533228
Somerset,23,+45.5036458,-069.9561096
Somervell,48,+32.2180714,-097.7692170
Sonoma,06,+38.5251824,-122.9261095
South Central Connecticut,09,+41.2901671,-072.8370243
Southampton,51,+36.7200678,-077.1038135
Southeast Fairbanks,02,+63.8649972,-143.2186282
Southeastern Connecticut,09,+41.4847688,-072.1016655
Spalding,13,+33.2623481,-084.2849046
Spartanburg,45,+34.9320145,-081.9916236
Spencer,18,+38.0096966,-087.0103746
Spencer,21,+38.0253130,-085.3173123
Spink,46,+44.9237717,-098.3396152
Spokane,53,+47.6203752,-117.4033714
Spotsylvania,51,+38.1824314,-077.6572264
St. Bernard,22,+29.9181102,-089.2634941
St. Charles,29,+38.7811023,-090.6749153
St. Charles,22,+29.9057222,-090.3578553
St. Clair,17,+38.4701976,-089.9285459
St. Clair,26,+42.9288035,-082.6689135
St. Clair,01,+33.7194907,-086.3113273
St. Clair,29,+38.0422304,-093.7765602
St. Croix,78,+17.7353214,-064.7467405
St. Croix,55,+45.0289589,-092.4472842
St. Francis,05,+35.0228383,-090.7515058
St. Francois,29,+37.8107068,-090.4738684
St. Helena,22,+30.8225386,-090.7083074
St. James,22,+30.0247772,-090.7939562
St. John,78,+18.3304347,-064.7352610
St. John the Baptist,22,+30.1440682,-090.4909596
St. Johns,12,+29.8904875,-081.4000404
St. Joseph,26,+41.9114878,-085.5228703
St. Joseph,18,+41.6177233,-086.2880476
St. Landry,22,+30.5834409,-091.9892745
St. Lawrence,36,+44.4881125,-075.0743110
St. Louis,29,+38.6406881,-090.4460731
St. Louis,27,+47.5786350,-092.5145848
St. Louis,29,+38.6356988,-090.2445816
St. Lucie,12,+27.3798137,-080.4435357
St. Martin,22,+30.1214329,-091.6114814
St. Mary,22,+29.6293488,-091.4638037
St. Mary's,24,+38.2230765,-076.5344870
St. Tammany,22,+30.4100224,-089.9519622
St. Thomas,78,+18.3392359,-064.9500433
Stafford,51,+38.4230836,-077.4580475
Stafford,20,+38.0356303,-098.7198888
Stanislaus,06,+37.5623162,-121.0028311
Stanley,46,+44.4139844,-100.7478218
Stanly,37,+35.3104492,-080.2543742
Stanton,20,+37.5659319,-101.7893829
Stanton,31,+41.9050454,-097.1771094
Stark,38,+46.8170312,-102.6620262
Stark,17,+41.0969077,-089.7974111
Stark,39,+40.8141314,-081.3656673
Starke,18,+41.2844785,-086.6446359
Starr,48,+26.5309027,-098.7402346
Staunton,51,+38.1579778,-079.0618761
Ste. Genevieve,29,+37.8858449,-090.1615306
Stearns,27,+45.5552345,-094.6104822
Steele,38,+47.4510624,-097.7189200
Steele,27,+44.0152607,-093.2204527
Stephens,13,+34.5535825,-083.2905877
Stephens,40,+34.4813609,-097.8556068
Stephens,48,+32.7380521,-098.8393443
Stephenson,17,+42.3497262,-089.6659942
Sterling,48,+31.8357735,-101.0549114
Steuben,36,+42.2667252,-077.3855253
Steuben,18,+41.6434670,-085.0024051
Stevens,20,+37.2017002,-101.3172684
Stevens,53,+48.3887277,-117.8544548
Stevens,27,+45.5934609,-095.9923146
Stewart,47,+36.4584642,-087.8118894
Stewart,13,+32.0732250,-084.8349117
Stillwater,30,+45.6585447,-109.3815759
Stoddard,29,+36.8515565,-089.9474812
Stokes,37,+36.3937966,-080.2699209
Stone,05,+35.8570011,-092.1404819
Stone,29,+36.7458225,-093.4578424
Stone,28,+30.7901840,-089.1122970
Stonewall,48,+33.1795797,-100.2538069
Storey,32,+39.4383853,-119.5246462
Story,19,+42.0375379,-093.4660934
Strafford,33,+43.2932725,-071.0355891
Stutsman,38,+46.9722235,-098.9561228
Sublette,56,+42.7679284,-109.9161701
Suffolk,25,+42.3385513,-071.0182530
Suffolk,36,+40.9435540,-072.6922183
Suffolk,51,+36.6971573,-076.6347808
Sullivan,33,+43.3611883,-072.2220839
Sullivan,47,+36.5096806,-082.3013363
Sullivan,42,+41.4392848,-076.5117166
Sullivan,36,+41.7199928,-074.7715769
Sullivan,29,+40.2095870,-093.1097826
Sullivan,18,+39.0892251,-087.4158429
Sully,46,+44.7223248,-100.1313985
Summers,54,+37.6559986,-080.8563250
Summit,08,+39.6210227,-106.1375545
Summit,49,+40.8720603,-110.9684862
Summit,39,+41.1218471,-081.5349279
Sumner,47,+36.4724225,-086.4584051
Sumner,20,+37.2366617,-097.4933519
Sumter,12,+28.7139758,-082.0696835
Sumter,01,+32.5974811,-088.2000571
Sumter,13,+32.0422659,-084.2042935
Sumter,45,+33.9161395,-080.3823757
Sunflower,28,+33.6055289,-090.5950901
Surry,51,+37.1197611,-076.8801717
Surry,37,+36.4154160,-080.6864631
Susquehanna,42,+41.8196651,-075.8009686
Sussex,34,+41.1374609,-074.6919141
Sussex,10,+38.6732275,-075.3370237
Sussex,51,+36.9266454,-077.2597319
Sutter,06,+39.0361898,-121.7039397
Sutton,48,+30.5221852,-100.5133594
Suwannee,12,+30.1892438,-082.9927542
Swain,37,+35.5688491,-083.4656136
Swains Island,60,-11.0544359,-171.0690136
Sweet Grass,30,+45.8112917,-109.9447960
Sweetwater,56,+41.6603282,-108.8756774
Swift,27,+45.2758101,-095.6901243
Swisher,48,+34.5263193,-101.7438647
Switzerland,18,+38.8258545,-085.0296810
Talbot,13,+32.7046026,-084.5300288
Talbot,24,+38.7483486,-076.1784757
Taliaferro,13,+33.5593190,-082.8752721
Talladega,01,+33.3693135,-086.1759302
Tallahatchie,28,+33.9545292,-090.1722434
Tallapoosa,01,+32.8633076,-085.7996176
Tama,19,+42.0748480,-092.5294115
Taney,29,+36.6498267,-093.0428188
Tangipahoa,22,+30.6213483,-090.4064899
Taos,35,+36.5771832,-105.6388781
Tarrant,48,+32.7721191,-097.2912241
Tate,28,+34.6495527,-089.9431054
Tattnall,13,+32.0437683,-082.0592081
Taylor,21,+37.3662101,-085.3280585
Taylor,55,+45.2116558,-090.5048529
Taylor,19,+40.7379489,-094.6971082
Taylor,13,+32.5546668,-084.2514261
Taylor,12,+29.9671460,-083.6395729
Taylor,54,+39.3324778,-080.0465539
Taylor,48,+32.2971255,-099.8904299
Tazewell,17,+40.5080743,-089.5162598
Tazewell,51,+37.1253949,-081.5629237
Tehama,06,+40.1261573,-122.2322737
Telfair,13,+31.9136406,-082.9310634
Teller,08,+38.8699759,-105.1873651
Tensas,22,+32.0014894,-091.3425760
Terrebonne,22,+29.3341299,-090.8436739
Terrell,13,+31.7771909,-084.4394464
Terrell,48,+30.2323427,-102.0725126
Terry,48,+33.1712290,-102.3392840
Teton,16,+43.7609939,-111.2117653
Teton,30,+47.8190352,-112.2817249
Teton,56,+44.0486620,-110.4260870
Texas,29,+37.3142565,-091.9644783
Texas,40,+36.7463169,-101.4838549
Thayer,31,+40.1734290,-097.5962354
Thomas,31,+41.8557296,-100.5247028
Thomas,20,+39.3577126,-101.0833859
Thomas,13,+30.8646195,-083.9198155
Throckmorton,48,+33.1706954,-099.2057960
Thurston,31,+42.1540613,-096.5339428
Thurston,53,+46.9358216,-122.8301524
Tift,13,+31.4570027,-083.5259307
Tillamook,41,+45.4558895,-123.7592988
Tillman,40,+34.3710852,-098.9317010
Tinian,69,+15.0010865,+145.6181702
Tioga,42,+41.7668584,-077.2572877
Tioga,36,+42.1780565,-076.2974556
Tippah,28,+34.7636183,-088.9188185
Tippecanoe,18,+40.3891334,-086.8935538
Tipton,18,+40.3102294,-086.0562066
Tipton,47,+35.4987625,-089.7471452
Tishomingo,28,+34.7388349,-088.2348272
Titus,48,+33.2145990,-094.9667825
Toa Alta,72,+18.3645557,-066.2446686
Toa Baja,72,+18.4569100,-066.1931933
Todd,27,+46.0665694,-094.9005758
Todd,46,+43.2087936,-100.7076636
Todd,21,+36.8403384,-087.1836416
Tom Green,48,+31.3982946,-100.4638499
Tompkins,36,+42.4530063,-076.4734835
Tooele,49,+40.4677525,-113.1239786
Toole,30,+48.6451246,-111.7334723
Toombs,13,+32.1177534,-082.3305967
Torrance,35,+34.5549784,-105.8905574
Towner,38,+48.6821831,-099.2481583
Towns,13,+34.9025294,-083.7322645
Traill,38,+47.4462708,-097.1646358
Transylvania,37,+35.2101025,-082.8166660
Traverse,27,+45.7699352,-096.4748315
Travis,48,+30.2395128,-097.6912697
Treasure,30,+46.2271129,-107.2752957
Trego,20,+38.9213022,-099.8654230
Trempealeau,55,+44.3030501,-091.3588668
Treutlen,13,+32.4095857,-082.5708819
Trigg,21,+36.8076808,-087.8586515
Trimble,21,+38.6200401,-085.3512075
Trinity,06,+40.6478582,-123.1146660
Trinity,48,+31.0966750,-095.1516869
Tripp,46,+43.3497292,-099.8762186
Troup,13,+33.0344820,-085.0283600
Trousdale,47,+36.3930297,-086.1566909
Trujillo Alto,72,+18.3353871,-066.0037874
Trumbull,39,+41.3063744,-080.7703998
Tucker,54,+39.1111751,-079.5599678
Tulare,06,+36.2288339,-118.7810551
Tulsa,40,+36.1203177,-095.9418132
Tunica,28,+34.6522011,-090.3717697
Tuolumne,06,+38.0214344,-119.9647335
Turner,46,+43.3086698,-097.1501851
Turner,13,+31.7248005,-083.6203195
Tuscaloosa,01,+33.2902197,-087.5227834
Tuscarawas,39,+40.4474395,-081.4711663
Tuscola,26,+43.4879024,-083.4366180
Twiggs,13,+32.6658469,-083.4258792
Twin Falls,16,+42.3523090,-114.6656386
Tyler,48,+30.7692953,-094.3756561
Tyler,54,+39.4656340,-080.8772193
Tyrrell,37,+35.8704196,-076.1653454
Uinta,56,+41.2847255,-110.5589468
Uintah,49,+40.1258872,-109.5177482
Ulster,36,+41.9472124,-074.2654582
Umatilla,41,+45.5911997,-118.7338795
Unicoi,47,+36.1001287,-082.4182181
Union,22,+32.8293486,-092.3756501
Union,28,+34.4895325,-089.0023393
Union,35,+36.4880853,-103.4757229
Union,18,+39.6230939,-084.9251448
Union,34,+40.6598707,-074.3086957
Union,13,+34.8333330,-083.9892568
Union,47,+36.2841401,-083.8360878
Union,17,+37.4856521,-089.2446391
Union,41,+45.3040809,-117.9991488
Union,19,+41.0285502,-094.2450907
Union,21,+37.6580293,-087.9516496
Union,37,+34.9918204,-080.5304264
Union,12,+30.0542796,-082.3669180
Union,45,+34.6903965,-081.6158961
Union,39,+40.2959008,-083.3670416
Union,46,+42.8311064,-096.6508287
Union,05,+33.1682186,-092.5981447
Union,42,+40.9621790,-077.0554751
Upshur,54,+38.9025302,-080.2316057
Upshur,48,+32.7353495,-094.9411837
Upson,13,+32.8818367,-084.2922831
Upton,48,+31.3538163,-102.0415461
Utah,49,+40.1204177,-111.6685633
Utuado,72,+18.2708650,-066.7029886
Uvalde,48,+29.3503081,-099.7684270
Val Verde,48,+29.8752853,-101.1433237
Valencia,35,+34.7168404,-106.8065821
Valley,16,+44.8559596,-115.6180612
Valley,31,+41.5640938,-098.9834841
Valley,30,+48.3498496,-106.6704238
Van Buren,26,+42.2821497,-086.3060762
Van Buren,05,+35.5829532,-092.5159757
Van Buren,47,+35.6992335,-085.4584092
Van Buren,19,+40.7541168,-091.9529430
Van Wert,39,+40.8555203,-084.5857751
Van Zandt,48,+32.5587866,-095.8369057
Vance,37,+36.3654806,-078.4054343
Vanderburgh,18,+38.0200703,-087.5861659
Vega Alta,72,+18.4362199,-066.3364122
Vega Baja,72,+18.4551279,-066.3978832
Venango,42,+41.4007143,-079.7658126
Ventura,06,+34.3587477,-119.1331453
Vermilion,22,+29.8066377,-092.3213940
Vermilion,17,+40.1867542,-087.7267779
Vermillion,18,+39.8540452,-087.4620713
Vernon,55,+43.5993661,-090.8219835
Vernon,22,+31.1028407,-093.1883300
Vernon,29,+37.8501957,-094.3415972
Victoria,48,+28.7963699,-096.9711977
Vieques,72,+18.1254180,-065.4324740
Vigo,18,+39.4308740,-087.3909894
Vilas,55,+46.0498480,-089.5012540
Villalba,72,+18.1307185,-066.4722435
Vinton,39,+39.2520418,-082.4859614
Virginia Beach,51,+36.7795254,-076.0291418
Volusia,12,+29.0577690,-081.1617920
Wabash,17,+38.4458209,-087.8391674
Wabash,18,+40.8437475,-085.7951915
Wabasha,27,+44.2896337,-092.2334539
Wabaunsee,20,+38.9551537,-096.2012619
Wadena,27,+46.5869861,-094.9886078
Wagoner,40,+35.9633876,-095.5142005
Wahkiakum,53,+46.2946377,-123.4244583
Wake,37,+35.7898464,-078.6506240
Wakulla,12,+30.0913354,-084.3591114
Waldo,23,+44.5058217,-069.1389608
Walker,48,+30.7431631,-095.5698246
Walker,13,+34.7358020,-085.3054565
Walker,01,+33.7915581,-087.3010936
Walla Walla,53,+46.2546057,-118.4803697
Wallace,20,+38.9266259,-101.7711031
Waller,48,+30.0135901,-095.9821493
Wallowa,41,+45.5937530,-117.1855796
Walsh,38,+48.3769789,-097.7222304
Walthall,28,+31.1644920,-090.1034306
Walton,12,+30.5712465,-086.1627980
Walton,13,+33.7838866,-083.7318290
Walworth,55,+42.6681095,-088.5417306
Walworth,46,+45.4276046,-100.0278563
Wapello,19,+41.0312751,-092.4094658
Ward,38,+48.2166858,-101.5405369
Ward,48,+31.5130687,-103.1051127
Ware,13,+31.0508810,-082.4215072
Warren,18,+40.3524984,-087.3751633
Warren,47,+35.6782498,-085.7773428
Warren,19,+41.3324459,-093.5687512
Warren,36,+43.5551053,-073.8381388
Warren,28,+32.3560946,-090.8523838
Warren,37,+36.3981051,-078.0998993
Warren,29,+38.7619020,-091.1593065
Warren,21,+36.9956340,-086.4235786
Warren,17,+40.8504412,-090.6202228
Warren,13,+33.4191691,-082.6880123
Warren,42,+41.8342984,-079.2981823
Warren,34,+40.8534914,-075.0094978
Warren,39,+39.4256625,-084.1699402
Warren,51,+38.9082214,-078.2075940
Warrick,18,+38.0977282,-087.2720486
Wasatch,49,+40.3348838,-111.1615683
Wasco,41,+45.1645359,-121.1650693
Waseca,27,+44.0184598,-093.5898443
Washakie,56,+43.8788305,-107.6690520
Washburn,55,+45.8924885,-091.7964217
Washington,28,+33.2731740,-090.9444459
Washington,23,+44.9670088,-067.6093542
Washington,48,+30.2150752,-096.4102717
Washington,29,+37.9426107,-090.8970179
Washington,17,+38.3531405,-089.4171873
Washington,40,+36.7044030,-095.9062525
Washington,47,+36.2956649,-082.4950374
Washington,55,+43.3911560,-088.2329166
Washington,36,+43.3123766,-073.4394282
Washington,13,+32.9718435,-082.7981124
Washington,05,+35.9780010,-094.2172695
Washington,44,+41.3967920,-071.6202820
Washington,37,+35.8447130,-076.5722906
Washington,49,+37.2625308,-113.4878003
Washington,21,+37.7542085,-085.1754162
Washington,51,+36.7478138,-081.9503218
Washington,27,+45.0379290,-092.8901170
Washington,22,+30.8521435,-090.0462534
Washington,01,+31.4085035,-088.2124041
Washington,39,+39.4506764,-081.4906359
Washington,31,+41.5339726,-096.2245771
Washington,20,+39.7767142,-097.0956108
Washington,16,+44.4482229,-116.7977917
Washington,08,+39.9657899,-103.2097445
Washington,12,+30.6021017,-085.6558052
Washington,24,+39.6036207,-077.8146709
Washington,50,+44.2749694,-072.6094444
Washington,42,+40.2000054,-080.2521319
Washington,19,+41.3294012,-091.7250523
Washington,18,+38.6006126,-086.1047512
Washington,41,+45.5535419,-123.0976146
Washita,40,+35.2900677,-098.9921948
Washoe,32,+40.7313196,-119.6632695
Washtenaw,26,+42.2522168,-083.8434233
Watauga,37,+36.2353679,-081.7098875
Watonwan,27,+43.9781089,-094.6137980
Waukesha,55,+43.0183677,-088.3042404
Waupaca,55,+44.4780043,-088.9670053
Waushara,55,+44.1128231,-089.2397862
Wayne,21,+36.8007715,-084.8265896
Wayne,42,+41.6466021,-075.2924932
Wayne,26,+42.2846636,-083.2619533
Wayne,39,+40.8296612,-081.8871942
Wayne,31,+42.2107460,-097.1262433
Wayne,19,+40.7399827,-093.3326126
Wayne,29,+37.1110737,-090.4539307
Wayne,47,+35.2428473,-087.8198433
Wayne,17,+38.4318573,-088.4324302
Wayne,13,+31.5478449,-081.9123763
Wayne,28,+31.6425030,-088.6782140
Wayne,37,+35.3541896,-078.0086695
Wayne,36,+43.2181139,-077.0494024
Wayne,49,+38.2598556,-110.9908718
Wayne,18,+39.8630908,-085.0067351
Wayne,54,+38.1436416,-082.4226659
Waynesboro,51,+38.0671571,-078.9014197
Weakley,47,+36.3035963,-088.7211938
Webb,48,+27.7607987,-099.3407518
Weber,49,+41.2703252,-111.8768830
Webster,31,+40.1806461,-098.4985897
Webster,19,+42.4335786,-094.1758309
Webster,29,+37.2808043,-092.8760795
Webster,54,+38.4834590,-080.4490515
Webster,22,+32.7321522,-093.3398245
Webster,13,+32.0466911,-084.5538279
Webster,28,+33.6120605,-089.2839612
Webster,21,+37.5203750,-087.6852058
Weld,08,+40.5559610,-104.3836660
Wells,18,+40.7355466,-085.2133492
Wells,38,+47.5808513,-099.6822135
West Baton Rouge,22,+30.4640516,-091.3098080
West Carroll,22,+32.7924797,-091.4519982
West Feliciana,22,+30.8733639,-091.4217760
Westchester,36,+41.1526862,-073.7457526
Western,60,-14.3354680,-170.7842335
Western Connecticut,09,+41.2790553,-073.4465497
Westmoreland,51,+38.1093110,-076.8039326
Westmoreland,42,+40.3110682,-079.4666879
Weston,56,+43.8462133,-104.5700202
Wetzel,54,+39.5981800,-080.6353994
Wexford,26,+44.3313751,-085.5700462
Wharton,48,+29.2784805,-096.2296745
Whatcom,53,+48.8426531,-121.8364325
Wheatland,30,+46.4969673,-109.8576843
Wheeler,41,+44.7364146,-120.0268608
Wheeler,13,+32.1052580,-082.7338492
Wheeler,31,+41.9225747,-098.5208533
Wheeler,48,+35.3925926,-100.2531067
White,47,+35.9270486,-085.4557854
White,17,+38.0873259,-088.1786227
White,13,+34.6441817,-083.7430004
White,05,+35.2551175,-091.7530339
White,18,+40.7509496,-086.8642934
White Pine,32,+39.4181759,-114.9005649
Whiteside,17,+41.7506733,-089.9110045
Whitfield,13,+34.8017261,-084.9685410
Whitley,21,+36.7580237,-084.1446485
Whitley,18,+41.1364261,-085.5018918
Whitman,53,+46.9059441,-117.5353898
Wibaux,30,+46.9629657,-104.2745184
Wichita,48,+33.9882125,-098.7080098
Wichita,20,+38.4819222,-101.3474341
Wicomico,24,+38.3673699,-075.6320828
Wilbarger,48,+34.0849199,-099.2424397
Wilcox,01,+31.9900824,-087.3049349
Wilcox,13,+31.9627199,-083.4382586
Wilkes,37,+36.2088833,-081.1660949
Wilkes,13,+33.7790312,-082.7479211
Wilkin,27,+46.3623354,-096.4766570
Wilkinson,13,+32.8042663,-083.1755122
Wilkinson,28,+31.1610908,-091.3246169
Will,17,+41.4484742,-087.9784563
Willacy,48,+26.4818607,-097.5947313
Williams,38,+48.3557649,-103.5013332
Williams,39,+41.5649587,-084.5843235
Williamsburg,45,+33.6264617,-079.7164740
Williamsburg,51,+37.2694810,-076.7081925
Williamson,17,+37.7303533,-088.9300182
Williamson,48,+30.6490817,-097.6050646
Williamson,47,+35.8948454,-086.8978885
Wilson,37,+35.7003569,-077.9215978
Wilson,47,+36.1494307,-086.2911813
Wilson,20,+37.5585146,-095.7451749
Wilson,48,+29.1738830,-098.0867336
Winchester,51,+39.1738688,-078.1763562
Windham,50,+42.9953040,-072.7218771
Windsor,50,+43.5724477,-072.5988132
Winkler,48,+31.8328615,-103.0549246
Winn,22,+31.9411871,-092.6412694
Winnebago,17,+42.3373957,-089.1612053
Winnebago,55,+44.0857068,-088.6681488
Winnebago,19,+43.3781243,-093.7434883
Winneshiek,19,+43.2929889,-091.8507880
Winona,27,+43.9813526,-091.7770438
Winston,01,+34.1545665,-087.3653458
Winston,28,+33.0787236,-089.0373913
Wirt,54,+39.0200337,-081.3829749
Wise,48,+33.2190947,-097.6539968
Wise,51,+36.9745607,-082.6215601
Wolfe,21,+37.7438929,-083.4951095
Wood,54,+39.2116023,-081.5162340
Wood,48,+32.7835881,-095.3821664
Wood,55,+44.4614126,-090.0388252
Wood,39,+41.3601834,-083.6226821
Woodbury,19,+42.3932198,-096.0532956
Woodford,17,+40.7897870,-089.2105871
Woodford,21,+38.0431027,-084.7488546
Woodruff,05,+35.1927768,-091.2445353
Woods,40,+36.7269843,-098.8636490
Woodson,20,+37.8881929,-095.7584691
Woodward,40,+36.4256189,-099.2736609
Worcester,24,+38.2221332,-075.3099315
Worcester,25,+42.3116934,-071.9402820
Worth,19,+43.3734910,-093.2485332
Worth,29,+40.4804994,-094.4191982
Worth,13,+31.5517733,-083.8499598
Wrangell,02,+56.1807793,-132.0267878
Wright,27,+45.1750914,-093.9663964
Wright,19,+42.7330073,-093.7347352
Wright,29,+37.2676331,-092.4799890
Wyandot,39,+40.8397816,-083.3136810
Wyandotte,20,+39.1153842,-094.7630866
Wyoming,42,+41.5251673,-076.0086823
Wyoming,54,+37.6036601,-081.5490317
Wyoming,36,+42.7013652,-078.2285762
Wythe,51,+36.8998679,-081.0830095
Yabucoa,72,+18.0598584,-065.8598713
Yadkin,37,+36.1587653,-080.6651641
Yakima,53,+46.4565581,-120.7401446
Yakutat,02,+60.0175079,-140.4168465
Yalobusha,28,+34.0306661,-089.7038072
Yamhill,41,+45.2478274,-123.3163993
Yancey,37,+35.8893259,-082.3039535
Yankton,46,+43.0066030,-097.3883614
Yates,36,+42.6382370,-077.1043238
Yauco,72,+18.0856688,-066.8579009
Yavapai,04,+34.6310710,-112.5772247
Yazoo,28,+32.7656747,-090.3879282
Yell,05,+34.9977133,-093.4083032
Yellow Medicine,27,+44.7157358,-095.8627560
Yellowstone,30,+45.9369867,-108.2766564
Yoakum,48,+33.1623386,-102.8322409
Yolo,06,+38.6796091,-121.9027500
York,42,+39.9217514,-076.7288887
York,23,+43.4260188,-070.6684248
York,31,+40.8730557,-097.5967418
York,51,+37.2209139,-076.3955330
York,45,+34.9701875,-081.1831873
Young,48,+33.1587778,-098.6783895
Yuba,06,+39.2701300,-121.3442587
Yukon-Koyukuk,02,+65.3757271,-151.5778496
Yuma,04,+32.7739424,-113.9109050
Yuma,08,+40.0007703,-102.4216491
Zapata,48,+26.9969806,-099.1826027
Zavala,48,+28.8646523,-099.7598304
Ziebach,46,+44.9897638,-101.6608274
